artigoEmPeriodico	2014	http://dx.doi.org/10.1007/s00269-013-0624-2	Novel calibration for LA-ICP-MS-based fission-track thermochronology	Physics and Chemistry of Minerals	SOARES, C. J. ; GUEDES, S. ; HADLER, J. C. ; MERTZ-KRAUS, R. ; ZACK, T. ; IUNES, P. J.	B2	
artigoEmPeriodico	2013	http://dx.doi.org/10.1140/epjc/s10052-013-2617-1	Charmonium and e + e − pair photoproduction at mid-rapidity in ultra-peripheral Pb-Pb collisions at $sqrt{s_{mathrm{NN}}}	European Physical Journal. C, Particles and Fields (Print)	ABBAS, E. Abelev, B. Adam, J. Adamová, D. Adare, A. M. Aggarwal, M. M. Aglieri Rinella, G. AGNELLO, M. Agocs, A. G. Agostinelli, A. Ahammed, Z. Ahmad, N. Ahmad Masoodi, A. AHMED, I. AHN, S. A. Ahn, S. U. AIMO, I. AJAZ, M. Akindinov, A. Aleksandrov, D. Alessandro, B. ALEXANDRE, D. Alici, A. Alkin, A. Almaráz Aviña, E. , et al.Alme, J. Alt, T. Altini, V. Altinpinar, S. Altsybeev, I. Andrei, C. Andronic, A. Anguelov, V. Anielski, J. Anson, C. ANTI#269 Antinori, F. Antonioli, P. Aphecetche, L. Appelshäuser, H. Arbor, N. Arcelli, S. Arend, A. Armesto, N. Arnaldi, R. Aronsson, T. Arsene, I. C. Arslandok, M. Asryan, A. Augustinus, A. Averbeck, R. Awes, T. C. Äystö, J. Azmi, M. D. Bach, M. Badalà, A. Baek, Y. W. Bailhache, R. Bala, R. Baldisseri, A. BALTASAR DOS SANTOS PEDROSA, F. Bán, J. Baral, R. C. Barbera, R. Barile, F. Barnaföldi, G. G. Barnby, L. S. Barret, V. Bartke, J. Basile, M. Bastid, N. Basu, S. Bathen, B. Batigne, G. Batyunya, B. BATZING, P. C. Baumann, C. Bearden, I. G. Beck, H. Behera, N. K. Belikov, I. Bellini, F. Bellwied, R. Belmont-Moreno, E. Bencedi, G. Beole, S. Berceanu, I. Bercuci, A. Berdnikov, Y. Berenyi, D. BERGOGNON, A. A. E. BERTENS, R. A. Berzano, D. Betev, L. Bhasin, A. Bhati, A. K. Bhom, J. Bianchi, L. Bianchi, N. Bianchin, C. BIEL#269 BIEL#269 Bilandzic, A. Bjelogrlic, S. Blanco, F. Blanco, F. Blau, D. Blume, C. Boccioli, M. Böttger, S. Bogdanov, A. B ggild, H. Bogolyubsky, M. Boldizsár, L. Bombara, M. Book, J. Borel, H. Borissov, A. Bossú, F. Botje, M. BOTTA, E. Braidot, E. Braun-Munzinger, P. Bregant, M. Breitner, T. BROKER, T. A. BROWNING, T. A. Broz, M. Brun, R. Bruna, E. Bruno, G. E. Budnikov, D. Buesching, H. Bufalino, S. BUNCIC, P. Busch, O. Buthelezi, Z. Caffarri, D. Cai, X. Caines, H. Calvo Villar, E. Camerini, P. Canoa Roman, V. Cara Romeo, G. Carena, W. Carena, F. Carlin Filho, N. Carminati, F. Casanova Díaz, A. Castillo Castellanos, J. Castillo Hernandez, J. F. Casula, E. A. R. Catanescu, V. Cavicchioli, C. Ceballos Sanchez, C. Cepila, J. Cerello, P. Chang, B. Chapeland, S. Charvet, J. L. Chattopadhyay, S. Chattopadhyay, S. Cherney, M. Cheshkov, C. Cheynis, B. Chibante Barroso, V. Chinellato, D. D. Chochula, P. Chojnacki, M. Choudhury, S. Christakoglou, P. Christensen, C. H. Christiansen, P. Chujo, T. Chung, S. U. Cicalo, C. Cifarelli, L. Cindolo, F. Cleymans, J. Colamaria, F. Colella, D. COLLU, A. Conesa Balbastre, G. Conesa del Valle, Z. CONNORS, M. E. Contin, G. Contreras, J. G. Cormier, T. M. Corrales Morales, Y. Cortese, P. Cortés Maldonado, I. Cosentino, M. R. Costa, F. Cotallo, M. E. Crescio, E. Crochet, P. Cruz Alaniz, E. CRUZ ALBINO, R. Cuautle, E. Cunqueiro, L. Dainese, A. DANG, R. Danu, A. Das, K. Das, I. DAS, S. Das, D. Dash, S. Dash, A. De, S. Barros, G. O. V. Caro, A. Cataldo, G. Cuveland, J. Falco, A. Gruttola, D. Delagrange, H. Deloff, A. Marco, N. Dénes, E. Pasquale, S. DEPPMAN, A. D Erasmo, G. Rooij, R. DIAZ CORCHERO, M. A. Bari, D. Dietel, T. Giglio, C. Liberto, S. Mauro, A. Nezza, P. Divià, R. Djuvsland,	A2	
artigoEmPeriodico	2013	http://dx.doi.org/10.1140/epjc/s10052-013-2496-5	Mid-rapidity anti-baryon to baryon ratios in pp collisions at $sqrt{s}	European Physical Journal. C, Particles and Fields (Print)	ABBAS, E. ABELEV, B. ADAM, J. ADAMOVÁ, D. ADARE, A. M. AGGARWAL, M. M. AGLIERI RINELLA, G. AGNELLO, M. AGOCS, A. G. AGOSTINELLI, A. AHAMMED, Z. AHMAD, N. AHMAD MASOODI, A. AHMED, I. AHN, S. A. AHN, S. U. AIMO, I. AJAZ, M. AKINDINOV, A. ALEKSANDROV, D. ALESSANDRO, B. ALICI, A. ALKIN, A. ALMARÁZ AVIÑA, E. ALME, J. , et al.ALT, T. ALTINI, V. ALTINPINAR, S. ALTSYBEEV, I. ANDREI, C. ANDRONIC, A. ANGUELOV, V. ANIELSKI, J. ANSON, C. ANTI#269 ANTINORI, F. ANTONIOLI, P. APHECETCHE, L. APPELSHÄUSER, H. ARBOR, N. ARCELLI, S. AREND, A. ARMESTO, N. ARNALDI, R. ARONSSON, T. ARSENE, I. C. ARSLANDOK, M. ASRYAN, A. AUGUSTINUS, A. AVERBECK, R. AWES, T. C. ÄYSTÖ, J. AZMI, M. D. BACH, M. BADALÀ, A. BAEK, Y. W. BAILHACHE, R. BALA, R. BALDISSERI, A. BALTASAR DOS SANTOS PEDROSA, F. BÁN, J. BARAL, R. C. BARBERA, R. BARILE, F. BARNAFÖLDI, G. G. BARNBY, L. S. BARRET, V. BARTKE, J. BASILE, M. BASTID, N. BASU, S. BATHEN, B. BATIGNE, G. BATYUNYA, B. BATZING, P. C. BAUMANN, C. BEARDEN, I. G. BECK, H. BEHERA, N. K. BELIKOV, I. BELLINI, F. BELLWIED, R. BELMONT-MORENO, E. BENCEDI, G. BEOLE, S. BERCEANU, I. BERCUCI, A. BERDNIKOV, Y. BERENYI, D. BERGOGNON, A. A. E. BERTENS, R. A. BERZANO, D. BETEV, L. BHASIN, A. BHATI, A. K. BHOM, J. BIANCHI, N. BIANCHI, L. BIANCHIN, C. BIEL#269 BIEL#269 BILANDZIC, A. BJELOGRLIC, S. BLANCO, F. BLANCO, F. BLAU, D. BLUME, C. BOCCIOLI, M. BÖTTGER, S. BOGDANOV, A. B GGILD, H. BOGOLYUBSKY, M. BOLDIZSÁR, L. BOMBARA, M. BOOK, J. BOREL, H. BORISSOV, A. BOSSÚ, F. BOTJE, M. BOTTA, E. BRAIDOT, E. BRAUN-MUNZINGER, P. BREGANT, M. BREITNER, T. BROKER, T. A. BROWNING, T. A. BROZ, M. BRUN, R. BRUNA, E. BRUNO, G. E. BUDNIKOV, D. BUESCHING, H. BUFALINO, S. BUNCIC, P. BUSCH, O. BUTHELEZI, Z. CAFFARRI, D. CAI, X. CAINES, H. CALVO VILLAR, E. CAMERINI, P. CANOA ROMAN, V. CARA ROMEO, G. CARENA, F. CARENA, W. CARLIN FILHO, N. CARMINATI, F. CASANOVA DÍAZ, A. CASTILLO CASTELLANOS, J. CASTILLO HERNANDEZ, J. F. CASULA, E. A. R. CATANESCU, V. CAVICCHIOLI, C. CEBALLOS SANCHEZ, C. CEPILA, J. CERELLO, P. CHANG, B. CHAPELAND, S. CHARVET, J. L. CHATTOPADHYAY, S. CHATTOPADHYAY, S. CHERNEY, M. CHESHKOV, C. CHEYNIS, B. CHIBANTE BARROSO, V. CHINELLATO, D. D. CHOCHULA, P. CHOJNACKI, M. CHOUDHURY, S. CHRISTAKOGLOU, P. CHRISTENSEN, C. H. CHRISTIANSEN, P. CHUJO, T. CHUNG, S. U. CICALO, C. CIFARELLI, L. CINDOLO, F. CLEYMANS, J. COLAMARIA, F. COLELLA, D. COLLU, A. CONESA BALBASTRE, G. CONESA DEL VALLE, Z. CONNORS, M. E. CONTIN, G. CONTRERAS, J. G. CORMIER, T. M. CORRALES MORALES, Y. CORTESE, P. CORTÉS MALDONADO, I. COSENTINO, M. R. COSTA, F. COTALLO, M. E. CRESCIO, E. CROCHET, P. CRUZ ALANIZ, E. CRUZ ALBINO, R. CUAUTLE, E. CUNQUEIRO, L. DAINESE, A. DANG, R. DANU, A. DAS, K. DAS, S. DAS, D. DAS, I. DASH, S. DASH, A. DE, S. BARROS, G. O. V. CARO, A. CATALDO, G. CUVELAND, J. FALCO, A. GRUTTOLA, D. DELAGRANGE, H. DELOFF, A. MARCO, N. DÉNES, E. PASQUALE, S. DEPPMAN, A. D ERASMO, G. ROOIJ, R. DIAZ CORCHERO, M. A. BARI, D. DIETEL, T. GIGLIO, C. LIBERTO, S. MAURO, A. NEZZA, P. DIVIÀ, R. DJUVSLAND,	A2	
artigoEmPeriodico	2013	http://dx.doi.org/10.1103/physrevlett.111.162301	J/ψ Elliptic Flow in Pb-Pb Collisions at sqrt[s_{NN}]	Physical Review Letters (Print)	ABBAS, E. Abelev, B. Adam, J. Adamová, D. Adare, A. M. Aggarwal, M. M. Aglieri Rinella, G. AGNELLO, M. Agocs, A. G. Agostinelli, A. Ahammed, Z. Ahmad, N. Ahmad Masoodi, A. AHN, S. A. Ahn, S. U. AIMO, I. AJAZ, M. Akindinov, A. Aleksandrov, D. Alessandro, B. Alici, A. Alkin, A. Almaráz Aviña, E. Alme, J. Alt, T. , et al.Altini, V. Altinpinar, S. Altsybeev, I. Andrei, C. Andronic, A. Anguelov, V. Anielski, J. Anson, C. ANTI#269 Antinori, F. Antonioli, P. Aphecetche, L. Appelshäuser, H. Arbor, N. Arcelli, S. Arend, A. Armesto, N. Arnaldi, R. Aronsson, T. Arsene, I. C. Arslandok, M. Asryan, A. Augustinus, A. Averbeck, R. Awes, T. C. Äystö, J. Azmi, M. D. Bach, M. Badalà, A. Baek, Y. W. Bailhache, R. Bala, R. Baldisseri, A. Baltasar Dos Santos Pedrosa, F. Bán, J. Baral, R. C. Barbera, R. Barile, F. Barnaföldi, G. G. Barnby, L. S. Barret, V. Bartke, J. Basile, M. Bastid, N. Basu, S. Bathen, B. Batigne, G. Batyunya, B. BATZING, P. C. Baumann, C. Bearden, I. G. Beck, H. Behera, N. K. Belikov, I. Bellini, F. Bellwied, R. Belmont-Moreno, E. Bencedi, G. Beole, S. Berceanu, I. Bercuci, A. Berdnikov, Y. Berenyi, D. BERGOGNON, A. A. E. BERTENS, R. A. Berzano, D. Betev, L. Bhasin, A. Bhati, A. K. Bhom, J. Bianchi, N. Bianchi, L. Bianchin, C. BIEL#269 BIEL#269 Bilandzic, A. Bjelogrlic, S. Blanco, F. Blanco, F. Blau, D. Blume, C. Boccioli, M. Böttger, S. Bogdanov, A. B ggild, H. Bogolyubsky, M. Boldizsár, L. Bombara, M. Book, J. Borel, H. Borissov, A. Bossú, F. Botje, M. BOTTA, E. Braidot, E. Braun-Munzinger, P. Bregant, M. Breitner, T. BROKER, T. A. BROWNING, T. A. Broz, M. Brun, R. Bruna, E. Bruno, G. E. Budnikov, D. Buesching, H. Bufalino, S. BUNCIC, P. Busch, O. Buthelezi, Z. Caffarri, D. Cai, X. Caines, H. Calvo Villar, E. Camerini, P. Canoa Roman, V. Cara Romeo, G. Carena, W. Carena, F. Carlin Filho, N. Carminati, F. Casanova Díaz, A. Castillo Castellanos, J. Castillo Hernandez, J. F. Casula, E. A. R. Catanescu, V. Cavicchioli, C. Ceballos Sanchez, C. Cepila, J. Cerello, P. Chang, B. Chapeland, S. Charvet, J. L. Chattopadhyay, S. Chattopadhyay, S. Cherney, M. Cheshkov, C. Cheynis, B. Chibante Barroso, V. Chinellato, D. D. Chochula, P. Chojnacki, M. Choudhury, S. Christakoglou, P. Christensen, C. H. Christiansen, P. Chujo, T. Chung, S. U. Cicalo, C. Cifarelli, L. Cindolo, F. Cleymans, J. Colamaria, F. Colella, D. COLLU, A. Conesa Balbastre, G. Conesa del Valle, Z. CONNORS, M. E. Contin, G. Contreras, J. G. Cormier, T. M. Corrales Morales, Y. Cortese, P. Cortés Maldonado, I. Cosentino, M. R. Costa, F. Cotallo, M. E. Crescio, E. Crochet, P. Cruz Alaniz, E. CRUZ ALBINO, R. Cuautle, E. Cunqueiro, L. Dainese, A. DANG, R. Danu, A. Das, D. Das, K. DAS, S. Das, I. Dash, A. Dash, S. De, S. DE BARROS, G. O. V. De Caro, A. de Cataldo, G. de Cuveland, J. De Falco, A. De Gruttola, D. Delagrange, H. Deloff, A. De Marco, N. Dénes, E. De Pasquale, S. DEPPMAN, A. D ERASMO, G. de Rooij, R. DIAZ CORCHERO, M. A. Di Bari, D. Dietel, T. Di Giglio, C. Di Liberto, S. Di Mauro, A. Di Nezza, P. Divià, R. Djuvsland,	A1	
artigoEmPeriodico	2013	http://dx.doi.org/10.1103/physrevd.87.011102	Direct measurement of backgrounds using reactor-off data in Double Chooz	Physical Review. D. Particles, Fields, Gravitation, and Cosmology (Online)	Abe, Y. ; Aberle, C. ; dos ; Anjos, J. ; BARRIERE, J. ; Bergevin, M. ; Bernstein, A. ; Bezerra, T. ; Bezrukhov, L. ; Blucher, E. ; Bowden, N. ; Buck, C. ; Busenitz, J. ; Cabrera, A. ; Caden, E. ; Camilleri, L. ; Carr, R. ; Cerrada, M. ; Chang, P.-J. ; CHIMENTI, P. ; Classen, T. ; Collin, A. ; Conover, E. ; Conrad, J. ; Crespo-Anadón, J. ; Crum, K. ; Cucoanes, A. ; D'AGOSTINO, M. ; Damon, E. ; Dawson, J. ; Dazeley, S. ; Dietrich, D. ; Djurcic, Z. ; Dracos, M. ; Durand, V. ; EBERT, J. ; Efremenko, Y. ; Elnimr, M. ; ERICKSON, A. ; Etenko, A. ; Fallot, M. ; Fechner, M. ; von ; Feilitzsch, F. ; Felde, J. ; Fernandes, S. ; FISCHER, V. ; Franco, D. ; Franke, A. ; Franke, M. ; Furuta, H. ; Gama, R. ; Gil-Botella, I. ; Giot, L. ; Göger-Neff, M. ; Gonzalez, L. ; GOODENOUGH, L. ; Goodman, M. ; Goon, J. ; Greiner, D. ; Haag, N. ; HABIB, S. ; Hagner, C. ; Hara, T. ; Hartmann, F. ; Haser, J. ; Hatzikoutelis, A. ; Hayakawa, T. ; Hofmann, M. ; Horton-Smith, G. ; HOURLIER, A. ; Ishitsuka, M. ; Jochum, J. ; Jollet, C. ; Jones, C. ; Kaether, F. ; Kalousis, L. ; Kamyshkov, Y. ; Kaplan, D. ; Kawasaki, T. ; Keefer, G. ; KEMP, E. ; de ; Kerret, H. ; Kibe, Y. ; Konno, T. ; Kryn, D. ; Kuze, M. ; Lachenmaier, T. ; Lane, C. ; Langbrandtner, C. ; LASSERRE, T. ; Letourneau, A. ; Lhuillier, D. ; Lima, H. ; Lindner, M. ; LÓPEZ-CASTAÑO, J. ; LoSecco, J. ; Lubsandorzhiev, B. ; Lucht, S. ; McKee, D. ; Maeda, J. ; Maesano, C. ; Mariani, C. ; Maricic, J. ; Martino, J. ; Matsubara, T. ; Mention, G. ; Meregaglia, A. ; MEYER, M. ; Miletic, T. ; Milincic, R. ; Miyata, H. ; Mueller, Th. ; Nagasaka, Y. ; Nakajima, K. ; Novella, P. ; Obolensky, M. ; Oberauer, L. ; Onillon, A. ; Osborn, A. ; Ostrovskiy, I. ; Palomares, C. ; Pepe, I. ; Perasso, S. ; Perrin, P. ; Pfahler, P. ; PORTA, A. ; Potzel, W. ; PRONOST, G. ; Reichenbacher, J. ; Reinhold, B. ; Remoto, A. ; Röhling, M. ; RONCIN, R. ; Roth, S. ; RYBOLT, B. ; Sakamoto, Y. ; Santorelli, R. ; Sato, F. ; Schönert, S. ; Schoppmann, S. ; Schwetz, T. ; Shaevitz, M. ; SHIMOJIMA, S. ; Shrestha, D. ; Sida, J-L. ; Sinev, V. ; Skorokhvatov, M. ; Smith, E. ; Spitz, J. ; Stahl, A. ; Stancu, I. ; STOKES, L. ; Strait, M. ; Stüken, A. ; SUEKANE, F. ; Sukhotin, S. ; Sumiyoshi, T. ; Sun, Y. ; Svoboda, R. ; Terao, K. ; Tonazzo, A. ; Toups, M. ; Trinh ; Thi, H. ; VALDIVIESSO, G. ; Veyssiere, C. ; Wagner, S. ; Watanabe, H. ; White, B. ; Wiebusch, C. ; Winslow, L. ; Worcester, M. ; Wurm, M. ; Yermia, F. ; Zimmer, V.	A2	
artigoEmPeriodico	2013	http://dx.doi.org/10.1016/j.physletb.2013.04.050	First measurement of from delayed neutron capture on hydrogen in the Double Chooz experiment	Physics Letters. B (Print)	Abe, Y. ; Aberle, C. ; dos ; Anjos, J.C. ; BARRIERE, J.C. ; Bergevin, M. ; Bernstein, A. ; BEZERRA, T.J.C. ; Bezrukhov, L. ; Blucher, E. ; BOWDEN, N.S. ; Buck, C. ; Busenitz, J. ; Cabrera, A. ; Caden, E. ; Camilleri, L. ; Carr, R. ; Cerrada, M. ; Chang, P.-J. ; CHIMENTI, P. ; Classen, T. ; COLLIN, A.P. ; Conover, E. ; CONRAD, J.M. ; CRESPO-ANADÓN, J.I. ; Crum, K. ; Cucoanes, A. ; Damon, E. ; DAWSON, J.V. ; Dazeley, S. ; Dietrich, D. ; Djurcic, Z. ; Dracos, M. ; Durand, V. ; EBERT, J. ; Efremenko, Y. ; Elnimr, M. ; ERICKSON, A. ; Etenko, A. ; Fallot, M. ; Fechner, M. ; von ; Feilitzsch, F. ; Felde, J. ; FERNANDES, S.M. ; FISCHER, V. ; Franco, D. ; FRANKE, A.J. ; Franke, M. ; Furuta, H. ; Gama, R. ; Gil-Botella, I. ; Giot, L. ; Göger-Neff, M. ; GONZALEZ, L.F.G. ; GOODENOUGH, L. ; GOODMAN, M.C. ; GOON, J.TM. ; Greiner, D. ; Haag, N. ; HABIB, S. ; Hagner, C. ; Hara, T. ; HARTMANN, F.X. ; Haser, J. ; Hatzikoutelis, A. ; Hayakawa, T. ; Hofmann, M. ; HORTON-SMITH, G.A. ; HOURLIER, A. ; Ishitsuka, M. ; Jochum, J. ; Jollet, C. ; JONES, C.L. ; Kaether, F. ; KALOUSIS, L.N. ; Kamyshkov, Y. ; KAPLAN, D.M. ; Kawasaki, T. ; Keefer, G. ; KEMP, E. ; de ; Kerret, H. ; Konno, T. ; Kryn, D. ; Kuze, M. ; Lachenmaier, T. ; LANE, C.E. ; Langbrandtner, C. ; LASSERRE, T. ; Letourneau, A. ; Lhuillier, D. ; LIMA, H.P. ; Lindner, M. ; LÓPEZ-CASTAÑO, J.M. ; LOSECCO, J.M. ; LUBSANDORZHIEV, B.K. ; Lucht, S. ; McKee, D. ; Maeda, J. ; MAESANO, C.N. ; Mariani, C. ; Maricic, J. ; Martino, J. ; Matsubara, T. ; Mention, G. ; Meregaglia, A. ; MEYER, M. ; Miletic, T. ; Milincic, R. ; Miyata, H. ; MUELLER, TH.A. ; Nagasaka, Y. ; Nakajima, K. ; Novella, P. ; Obolensky, M. ; Oberauer, L. ; Onillon, A. ; Osborn, A. ; Ostrovskiy, I. ; Palomares, C. ; Pepe, I.M. ; Perasso, S. ; Perrin, P. ; Pfahler, P. ; PORTA, A. ; Potzel, W. ; PRONOST, G. ; Reichenbacher, J. ; Reinhold, B. ; Remoto, A. ; Röhling, M. ; RONCIN, R. ; Roth, S. ; RYBOLT, B. ; Sakamoto, Y. ; Santorelli, R. ; Sato, F. ; Schönert, S. ; Schoppmann, S. ; Schwetz, T. ; SHAEVITZ, M.H. ; SHIMOJIMA, S. ; Shrestha, D. ; SIDA, J.-L. ; Sinev, V. ; Skorokhvatov, M. ; Smith, E. ; Spitz, J. ; Stahl, A. ; Stancu, I. ; STOKES, L.F.F. ; Strait, M. ; Stüken, A. ; SUEKANE, F. ; Sukhotin, S. ; Sumiyoshi, T. ; Sun, Y. ; Svoboda, R. ; Terao, K. ; Tonazzo, A. ; Toups, M. ; TRINH ; THI, H.H. ; VALDIVIESSO, G. ; Veyssiere, C. ; Wagner, S. ; Watanabe, H. ; White, B. ; Wiebusch, C. ; Winslow, L. ; Worcester, M. ; Wurm, M. ; Yermia, F. ; Zimmer, V.	A2	
artigoEmPeriodico	2013	http://dx.doi.org/10.1140/epjc/s10052-013-2662-9	Energy dependence of the transverse momentum distributions of charged particles in pp collisions measured by ALICE	European Physical Journal. C, Particles and Fields (Print)	ABELEV, B. ADAM, J. ADAMOVÁ, D. ADARE, A. M. AGGARWAL, M. M. AGLIERI RINELLA, G. AGNELLO, M. AGOCS, A. G. AGOSTINELLI, A. AHAMMED, Z. AHMAD, N. AHMAD MASOODI, A. AHMED, I. AHN, S. A. AHN, S. U. AIMO, I. AIOLA, S. AJAZ, M. AKINDINOV, A. ALEKSANDROV, D. ALESSANDRO, B. ALEXANDRE, D. ALICI, A. ALKIN, A. ALME, J. , et al.ALT, T. ALTINI, V. ALTINPINAR, S. ALTSYBEEV, I. ALVES GARCIA PRADO, C. ANDREI, C. ANDRONIC, A. ANGUELOV, V. ANIELSKI, J. ANTI#269 ANTINORI, F. ANTONIOLI, P. APHECETCHE, L. APPELSHÄUSER, H. ARBOR, N. ARCELLI, S. ARMESTO, N. ARNALDI, R. ARONSSON, T. ARSENE, I. C. ARSLANDOK, M. AUGUSTINUS, A. AVERBECK, R. AWES, T. C. ÄYSTÖ, J. AZMI, M. D. BACH, M. BADALÀ, A. BAEK, Y. W. BAILHACHE, R. BALA, R. BALDISSERI, A. BALTASAR DOS SANTOS PEDROSA, F. BÁN, J. BARAL, R. C. BARBERA, R. BARILE, F. BARNAFÖLDI, G. G. BARNBY, L. S. BARRET, V. BARTKE, J. BASILE, M. BASTID, N. BASU, S. BATHEN, B. BATIGNE, G. BATYUNYA, B. BATZING, P. C. BAUMANN, C. BEARDEN, I. G. BECK, H. BEDDA, C. BEHERA, N. K. BELIKOV, I. BELLINI, F. BELLWIED, R. BELMONT-MORENO, E. BENCEDI, G. BEOLE, S. BERCEANU, I. BERCUCI, A. BERDNIKOV, Y. BERENYI, D. BERGOGNON, A. A. E. BERTENS, R. A. BERZANO, D. BETEV, L. BHASIN, A. BHATI, A. K. BHOM, J. BIANCHI, L. BIANCHI, N. BIANCHIN, C. BIEL#269 BIEL#269 BILANDZIC, A. BJELOGRLIC, S. BLANCO, F. BLANCO, F. BLAU, D. BLUME, C. BOCK, F. BOGDANOV, A. B GGILD, H. BOGOLYUBSKY, M. BOLDIZSÁR, L. BOMBARA, M. BOOK, J. BOREL, H. BORISSOV, A. BORNSCHEIN, J. BOTJE, M. BOTTA, E. BÖTTGER, S. BRAIDOT, E. BRAUN-MUNZINGER, P. BREGANT, M. BREITNER, T. BROKER, T. A. BROWNING, T. A. BROZ, M. BRUN, R. BRUNA, E. BRUNO, G. E. BUDNIKOV, D. BUESCHING, H. BUFALINO, S. BUNCIC, P. BUSCH, O. BUTHELEZI, Z. CAFFARRI, D. CAI, X. CAINES, H. CALIVA, A. CALVO VILLAR, E. CAMERINI, P. CANOA ROMAN, V. CARA ROMEO, G. CARENA, F. CARENA, W. CARMINATI, F. CASANOVA DÍAZ, A. CASTILLO CASTELLANOS, J. CASULA, E. A. R. CATANESCU, V. CAVICCHIOLI, C. CEBALLOS SANCHEZ, C. CEPILA, J. CERELLO, P. CHANG, B. CHAPELAND, S. CHARVET, J. L. CHATTOPADHYAY, S. CHATTOPADHYAY, S. CHERNEY, M. CHESHKOV, C. CHEYNIS, B. CHIBANTE BARROSO, V. CHINELLATO, D. D. CHOCHULA, P. CHOJNACKI, M. CHOUDHURY, S. CHRISTAKOGLOU, P. CHRISTENSEN, C. H. CHRISTIANSEN, P. CHUJO, T. CHUNG, S. U. CICALO, C. CIFARELLI, L. CINDOLO, F. CLEYMANS, J. COLAMARIA, F. COLELLA, D. COLLU, A. COLOCCI, M. CONESA BALBASTRE, G. CONESA DEL VALLE, Z. CONNORS, M. E. CONTIN, G. CONTRERAS, J. G. CORMIER, T. M. CORRALES MORALES, Y. CORTESE, P. CORTÉS MALDONADO, I. COSENTINO, M. R. COSTA, F. CROCHET, P. CRUZ ALBINO, R. CUAUTLE, E. CUNQUEIRO, L. DAINESE, A. DANG, R. DANU, A. DAS, K. DAS, D. DAS, I. DASH, A. DASH, S. DE, S. DELAGRANGE, H. DELOFF, A. DÉNES, E. DEPPMAN, A. BARROS, G. O. V. CARO, A. CATALDO, G. CUVELAND, J. FALCO, A. GRUTTOLA, D. MARCO, N. PASQUALE, S. ROOIJ, R. DIAZ CORCHERO, M. A. DIETEL, T. DIVIÀ, R. BARI, D. GIGLIO, C. LIBERTO, S. MAURO, A. NEZZA, P. DJUVSLAND,	A2	
